Buffer, Bandwidth, PreviousQuality, PreviousBandwidth, Quality
4661,7060,3,6509,4
4125,8348,4,7060,4
3965,6541,4,8348,4
3235,4741,4,6541,3
3195,5719,3,4741,3
3486,6925,3,5719,3
4058,5879,3,6925,4
3033,2006,4,5879,3
0,1477,3,2006,1
2000,1884,1,1477,1
3475,2937,1,1884,2
4354,8423,2,2937,3
5162,7770,3,8423,4
4848,10434,4,7770,5
4065,6409,5,10434,4
3281,5568,4,6409,3
3529,4123,3,5568,3
3198,7430,3,4123,3
3860,8336,3,7430,4
3697,9113,4,8336,4
3709,7798,4,9113,4
3404,6102,4,7798,3
3796,7364,3,6102,4
3361,6930,4,7364,3
3933,6377,3,6930,4
3136,7648,4,6377,3
3833,8296,3,7648,4
3660,8580,4,8296,4
3555,7436,4,8580,3
4218,9069,3,7436,4
4222,9013,4,9069,4
4213,8485,4,9013,4
4086,8460,4,8485,4
3953,8777,4,8460,4
3894,8602,4,8777,4
3794,6884,4,8602,4
3196,8229,4,6884,3
3978,9497,3,8229,4
4067,8940,4,9497,4
4043,9624,4,8940,4
4156,8333,4,9624,4
3992,8822,4,8333,4
3943,8039,4,8822,4
3703,6276,4,8039,4
2863,4389,4,6276,2
4079,6287,2,4389,3
4516,7785,3,6287,4
0,4066,1,0,1
2000,4066,1,4066,1
4000,4096,1,4066,1
6000,4096,1,4096,1
7504,8624,1,4096,1
9111,8819,1,8624,1
10721,9058,1,8819,1
12332,9988,1,9058,1
14152,2775,1,9988,1
15764,2775,1,2775,1
17376,5832,1,2775,2
18762,6067,2,5832,2
20167,6069,2,6067,2
21573,6280,2,6069,2
22995,12168,2,6280,3
24139,9365,3,12168,3
25057,15049,3,9365,4
25814,11137,4,15049,5
25200,12029,5,11137,5
24772,14087,5,12029,5
24685,17012,5,14087,5
24939,16888,5,17012,5
25181,18307,5,16888,6
23367,11367,6,18307,6
19367,13154,6,11367,6
15367,3119,6,13154,1
17010,13116,1,3119,5
16775,13959,5,13116,5
16670,16173,5,13959,5
16839,16232,5,16173,6
12839,15001,6,16232,6
8839,8694,6,15001,5
7518,11065,5,8694,5
6888,10199,5,11065,5
6043,10290,5,10199,5
5222,10067,5,10290,4
5413,15567,4,10067,5
5515,16030,5,15567,5
5668,15716,5,16030,5
5787,15051,5,15716,5
5826,13930,5,15051,5
5716,13835,5,13930,5
5592,14036,5,13835,5
5498,14508,5,14036,5
5468,13738,5,14508,5
5330,22131,5,13738,5
5965,15291,5,22131,5
6033,15579,5,15291,5
6136,17456,5,15579,5
6432,16690,5,17456,5
6655,18613,5,16690,5
7050,19084,5,18613,5
7483,24230,5,19084,5
8228,26696,5,24230,5
9079,20880,5,26696,6
7722,9934,6,20880,5
6804,16018,5,9934,5
6956,16356,5,16018,5
7144,16633,5,16356,5
7360,16007,5,16633,5
7511,15052,5,16007,5
7551,15388,5,15052,5
7632,14241,5,15388,5
7566,17938,5,14241,5
7905,13682,5,17938,5
7758,18356,5,13682,5
8133,15967,5,18356,6
4133,19933,6,15967,4
5170,11066,4,19933,5
4540,12014,5,11066,5
4110,14709,5,12014,4
4840,16305,4,14709,5
5023,11322,5,16305,5
4450,23285,5,11322,5
5148,16576,5,23285,5
5358,24764,5,16576,5
6128,26615,5,24764,5
6976,24372,5,26615,5
7727,21318,5,24372,6
6437,19033,6,21318,5
6866,23501,5,19033,5
7575,17903,5,23501,6
5677,24739,6,17903,5
6445,23961,5,24739,5
7176,23429,5,23961,5
7881,15685,5,23429,6
3881,7201,6,15685,4
3393,15748,4,7201,4
4201,18544,4,15748,4
5173,22798,4,18544,5
5845,19126,5,22798,5
6281,19405,5,19126,5
6738,17625,5,19405,5
7050,18670,5,17625,5
7450,20478,5,18670,6
6029,13620,6,20478,5
5873,14095,5,13620,5
5787,16246,5,14095,5
5964,16077,5,16246,5
6122,13660,5,16077,5
5972,11867,5,13660,5
5513,11154,5,11867,5
4903,12913,5,11154,5
4634,14388,5,12913,5
4588,19796,5,14388,5
5074,19974,5,19796,5
5572,21003,5,19974,5
6139,20089,5,21003,5
6645,12990,5,20089,5
6390,12537,5,12990,5
6057,15044,5,12537,5
6096,13436,5,15044,5
5912,13423,5,13436,5
5726,13999,5,13423,5
5626,12832,5,13999,5
5344,13921,5,12832,5
5232,12961,5,13921,5
4972,14177,5,12961,5
4897,14815,5,14177,5
4907,14217,5,14815,5
4838,11633,5,14217,5
4331,11285,5,11633,5
3750,8632,5,11285,4
3657,9876,4,8632,4
3816,8250,4,9876,4
3631,10502,4,8250,4
3893,9498,4,10502,4
3983,11505,4,9498,4
4388,9552,4,11505,5
3356,6582,5,9552,4
2643,11090,4,6582,2
4273,8125,2,11090,3
5041,8946,3,8125,4
5018,6663,4,8946,5
1018,2713,5,6663,1
2623,5724,1,2713,2
3999,7732,2,5724,3
4710,6867,3,7732,4
4105,7708,4,6867,4
3773,8845,4,7708,4
3729,3127,4,8845,4
0,2381,4,3127,1
2000,2376,1,2381,1
3563,4255,1,2376,2
4758,14818,2,4255,3
6037,15558,3,14818,4
6832,15453,4,15558,5
6920,12351,5,15453,5
6553,4084,5,12351,5
2553,30492,5,4084,2
4354,13511,2,30492,3
5573,16090,3,13511,4
6404,21946,4,16090,5
7029,9939,5,21946,5
6112,15704,5,9939,5
6229,16860,5,15704,5
6468,20602,5,16860,5
7009,14452,5,20602,5
6971,15307,5,14452,5
7042,15972,5,15307,5
7189,17096,5,15972,5
7451,25220,5,17096,6
6655,18376,6,25220,5
7031,19662,5,18376,5
7507,12573,5,19662,6
3507,10411,6,12573,4
3755,13676,4,10411,4
4398,10606,4,13676,5
3658,10012,5,10606,4
3840,11410,4,10012,4
4233,14113,4,11410,5
4149,16942,5,14113,4
5034,22610,4,16942,5
5695,17104,5,22610,5
5958,14859,5,17104,5
5974,9715,5,14859,5
4992,7456,5,9715,5
3137,5339,5,7456,3
3314,5462,3,5339,3
3530,6326,3,5462,4
2711,5701,4,6326,2
4085,7403,2,5701,3
4742,8712,3,7403,4
4668,8733,4,8712,5
3362,12638,5,8733,3
4534,10783,3,12638,4
4839,11125,4,10783,5
4222,10380,5,11125,4
4465,9582,4,10380,5
3443,7110,5,9582,4
2924,5568,4,7110,3
3172,6431,3,5568,3
3642,7340,3,6431,4
3199,9933,4,7340,3
4172,7863,3,9933,4
3885,12762,4,7863,4
4437,8709,4,12762,5
3123,6318,5,8709,3
3566,5889,3,6318,4
2546,4265,4,5889,2
3743,5403,2,4265,3
3940,5231,3,5403,4
2553,4887,4,5231,2
3839,6488,2,4887,3
4321,7464,3,6488,4
3917,8528,4,7464,4
3800,8513,4,8528,4
3679,7374,4,8513,4
3247,7333,4,7374,3
3892,8896,3,7333,4
3859,3860,4,8896,4
0,2511,4,3860,1
2000,2403,1,2511,1
3567,4335,1,2403,2
4775,2678,2,4335,3
3240,1630,3,2678,3
0,3716,3,1630,1
2000,1512,1,3716,1
3371,2107,1,1512,2
3847,1897,2,2107,3
0,1821,3,1897,1
2000,1818,1,1821,1
3460,3347,1,1818,2
4464,3953,2,3347,3
4037,2181,3,3953,4
37,2506,4,2181,1
0,7492,1,0,1
2000,7492,1,7492,1
4000,8113,1,7492,1
6000,2610,1,8113,1
7593,2610,1,2610,1
9187,1913,1,2610,1
10668,1903,1,1913,1
12148,1966,1,1903,1
13641,3114,1,1966,2
14578,2276,2,3114,2
15161,2775,2,2276,2
15980,3017,2,2775,2
16885,1364,2,3017,2
16587,2712,2,1364,2
17381,3893,2,2712,2
18510,3063,2,3893,2
19431,4055,2,3063,3
19062,2072,3,4055,3
15062,2315,3,2072,3
11062,188,3,2315,3
7062,3080,3,188,2
7988,4844,2,3080,2
9269,4322,2,4844,2
10475,4320,2,4322,2
11681,4122,2,4320,2
12853,4826,2,4122,2
14131,7664,2,4826,2
15640,5397,2,7664,2
16984,5472,2,5397,2
18336,9467,2,5472,3
19264,4824,3,9467,3
19257,8540,3,4824,3
20080,6055,3,8540,3
20461,7018,3,6055,3
21050,6969,3,7018,4
20482,3385,4,6969,4
16482,3907,4,3385,4
12482,2307,4,3907,3
8482,7357,3,2307,3
9132,8308,3,7357,3
9924,9041,3,8308,3
10807,10294,3,9041,3
11813,3202,3,10294,4
7813,3153,4,3202,3
6796,2004,3,3153,2
7200,2935,2,2004,3
5965,3505,3,2935,2
7010,3537,2,3505,3
6309,3821,3,3537,2
7424,5523,2,3821,3
7658,5523,3,5523,3
7892,4390,3,5523,3
7697,8328,3,4390,3
8492,9469,3,8328,3
9421,8309,3,9469,3
10214,4807,3,8309,4
8536,3979,4,4807,3
8124,8512,3,3979,3
8943,6705,3,8512,3
9471,8335,3,6705,4
9308,7665,4,8335,4
8964,2614,4,7665,4
4964,599,4,2614,2
964,1494,2,599,1
2328,1494,1,1494,1
3693,2740,1,1494,2
4498,2851,2,2740,2
5346,3433,2,2851,2
6372,3162,2,3433,3
5364,3384,3,3162,2
6377,3668,2,3384,3
5770,4765,3,3668,3
5739,1690,3,4765,3
1739,1074,3,1690,1
2894,419,1,1074,1
2886,839,1,419,1
3834,322,1,839,2
0,2387,2,322,1
2000,2387,1,2387,1
3564,5969,1,2387,2
4962,5969,2,5969,2
6359,12492,2,5969,3
7523,6124,3,12492,3
7921,9010,3,6124,3
8800,12627,3,9010,3
9971,3626,3,12627,4
5971,4773,4,3626,3
5944,4805,3,4773,3
5929,5295,3,4805,3
6092,4165,3,5295,3
5783,2519,3,4165,3
4032,3310,3,2519,2
5025,2374,2,3310,2
5662,494,2,2374,3
1662,911,3,494,1
2684,1687,1,911,1
4110,2535,1,1687,2
4827,4513,2,2535,2
6062,5704,2,4513,3
6350,5919,3,5704,3
6695,3025,3,5919,3
5554,3674,3,3025,2
6638,8522,2,3674,3
7458,4224,3,8522,3
7180,3181,3,4224,3
6188,3387,3,3181,3
5372,4982,3,3387,2
6670,7621,2,4982,3
7363,2191,3,7621,3
3363,563,3,2191,2
0,778,2,563,1
2000,1172,1,778,1
3217,986,1,1172,2
2077,684,2,986,1
2807,778,1,684,1
3679,1933,1,778,2
4027,1164,2,1933,2
3352,1417,2,1164,2
3135,1276,2,1417,1
4409,1468,1,1276,2
4266,2177,2,1468,2
4789,2754,2,2177,2
5599,2182,2,2754,2
6125,2834,2,2182,3
4779,1522,3,2834,2
4709,1591,2,1522,2
4723,2761,2,1591,2
5537,697,2,2761,2
1537,1240,2,697,1
2792,1456,1,1240,1
4142,832,1,1456,2
2439,267,2,832,1
2000,569,1,267,1
2495,899,1,569,1
3505,261,1,899,2
0,1255,2,261,1
2000,545,1,1255,1
2432,411,1,545,1
2388,679,1,411,1
3111,647,1,679,1
3775,523,1,647,2
0,1162,2,523,1
2000,1108,1,1162,1
3177,1079,1,1108,1
4337,686,1,1079,2
337,2252,2,686,1
2000,2261,1,2252,1
3546,4722,1,2261,2
4810,4728,2,4722,2
6076,5268,2,4728,2
7407,7838,2,5268,3
8133,10504,3,7838,3
9157,8393,3,10504,3
9961,8289,3,8393,4
9786,5362,4,8289,4
8478,6396,4,5362,3
8940,5362,3,6396,3
9124,5934,3,5362,3
9474,1979,3,5934,4
5474,4137,4,1979,2
6649,6092,2,4137,3
7039,3404,3,6092,3
6237,6296,3,3404,3
6676,4241,3,6296,3
6407,2193,3,4241,3
2407,2382,3,2193,1
3971,4335,1,2382,2
5179,4835,2,4335,2
6459,7714,2,4835,3
7166,2287,3,7714,3
3166,2211,3,2287,1
4704,3759,1,2211,2
5806,4684,2,3759,3
5742,6930,3,4684,3
6315,2296,3,6930,3
2315,2104,3,2296,1
3835,1834,1,2104,2
4100,3559,2,1834,2
5157,2951,2,3559,2
6041,3422,2,2951,3
5253,2991,3,3422,2
6150,2610,2,2991,3
4525,2793,3,2610,2
5351,4235,2,2793,2
6543,6296,2,4235,3
6982,1659,3,6296,3
2982,1713,3,1659,1
4415,3117,1,1713,2
5353,4069,2,3117,2
6515,6071,2,4069,3
6900,8278,3,6071,3
7689,8687,3,8278,3
8530,6054,3,8687,3
8910,9251,3,6054,4
8951,6557,4,9251,4
8228,3549,4,6557,3
7536,2309,3,3549,3
3536,304,3,2309,2
0,375,2,304,1
2000,1264,1,375,1
3267,2434,1,1264,2
3935,1735,2,2434,2
4106,1925,2,1735,2
4448,1182,2,1925,2
3812,684,2,1182,2
0,361,2,684,1
2000,274,1,361,1
2000,311,1,274,1
2000,339,1,311,1
2000,537,1,339,1
2412,1465,1,537,1
3766,4297,1,1465,2
4968,4315,2,4297,2
6173,4198,2,4315,3
5882,4784,3,4198,3
5859,3591,3,4784,3
5198,5339,3,3591,2
6536,2373,2,5339,3
4561,3570,3,2373,2
5620,3114,2,3570,2
6557,4709,2,3114,3
6504,4464,3,4709,3
6343,2750,3,4464,3
4898,5027,3,2750,2
6201,6516,2,5027,3
6689,4432,3,6516,3
0,30693,1,0,1
2000,30693,1,30693,1
4000,30693,1,30693,1
6000,29247,1,30693,1
7672,29219,1,29247,1
9345,29219,1,29219,1
11017,29140,1,29219,1
12690,29563,1,29140,2
14289,29563,2,29563,2
15887,29404,2,29563,2
17485,29404,2,29404,2
19083,29365,2,29404,2
20681,29470,2,29365,3
22069,29454,3,29470,3
23457,29477,3,29454,4
24573,20493,4,29477,5
24907,30338,5,20493,5
25685,29555,5,30338,5
26438,30076,5,29555,6
25877,28644,6,30076,6
25204,27524,6,28644,6
24434,30784,6,27524,6
23926,26614,6,30784,6
23072,27123,6,26614,6
22265,30374,6,27123,6
21727,27105,6,30374,6
20919,24637,6,27105,6
19860,28053,6,24637,6
19137,27739,6,28053,6
18386,25467,6,27739,6
17416,17701,6,25467,6
13416,21973,6,17701,6
12022,24355,6,21973,6
11130,17696,6,24355,6
9188,18508,6,17696,6
7414,21695,6,18508,6
6180,11611,6,21695,5
5668,15434,5,11611,5
5754,25762,5,15434,5
6567,28491,5,25762,6
6081,24396,6,28491,5
6833,40095,5,24396,6
7037,45049,6,40095,6
7427,24245,6,45049,6
6523,23176,6,24245,6
5489,24965,6,23176,5
6267,24293,5,24965,6
5368,16161,6,24293,5
5536,9877,5,16161,5
4601,19779,5,9877,5
5085,23443,5,19779,5
5791,42888,5,23443,5
7038,27155,5,42888,6
6434,28055,6,27155,6
5910,25063,6,28055,6
5097,25131,6,25063,5
5883,28379,5,25131,6
5387,24031,6,28379,5
6122,26848,5,24031,6
5489,42138,6,26848,5
6725,42142,5,42138,6
7011,25703,6,42142,6
6265,27653,6,25703,6
5706,25867,6,27653,6
4978,23988,6,25867,5
5710,35645,5,23988,6
5703,27113,6,35645,6
5095,24548,6,27113,5
5854,20224,5,24548,6
4392,14605,6,20224,5
4375,20109,5,14605,5
4882,21509,5,20109,5
5481,27845,5,21509,6
4939,25321,6,27845,5
5733,26406,5,25321,6
5058,24401,6,26406,5
5810,27263,5,24401,6
5216,23074,6,27263,5
5903,43584,5,23074,6
6242,41930,6,43584,6
6521,29513,6,41930,6
6117,26280,6,29513,6
5429,27249,6,26280,6
4834,24234,6,27249,5
5578,24740,5,24234,6
4730,24157,6,24740,5
5471,27221,5,24157,6
4873,24363,6,27221,5
5623,27221,5,24363,6
5025,24571,6,27221,5
5786,27033,5,24571,6
5170,25222,6,27033,6
4374,22737,6,25222,5
5043,37265,5,22737,5
6192,28046,5,37265,6
5667,26561,6,28046,6
5007,24480,6,26561,5
5763,38273,5,24480,6
5886,27314,6,38273,6
5297,27310,6,27314,6
4707,36963,6,27310,5
5850,26323,5,36963,6
5166,44959,6,26323,6
5554,27394,6,44959,6
4972,38572,6,27394,5
6146,27472,5,38572,6
5571,26526,6,27472,6
4907,22378,6,26526,5
5556,18856,5,22378,6
3850,35678,6,18856,5
4965,19633,5,35678,5
5439,22080,5,19633,6
4259,22796,6,22080,5
4931,24567,5,22796,5
5691,24319,5,24567,6
4795,22336,6,24319,5
5441,25848,5,22336,6
4711,9348,6,25848,5
3615,11015,5,9348,5
2973,4232,5,11015,4
0,2724,4,4232,1
2000,2724,1,2724,1
3606,2971,1,2724,2
4496,984,2,2971,3
496,1183,3,984,1
2000,1183,1,1183,1
3223,1478,1,1183,2
3095,2701,2,1478,3
2000,1405,3,2701,1
3330,1727,1,1405,2
3494,1386,2,1727,3
0,2101,3,1386,1
2000,2052,1,2101,1
3510,3329,1,2052,2
4509,4290,2,3329,3
4264,4259,3,4290,4
264,1942,4,4259,1
2000,1944,1,1942,1
3488,3229,1,1944,2
4459,4140,2,3229,3
4137,3671,3,4140,4
137,1933,4,3671,1
2000,1933,1,1933,1
3486,2245,1,1933,2
4050,3564,2,2245,3
3369,4361,3,3564,4
0,2365,4,4361,1
2000,2415,1,2365,1
3568,4384,1,2415,2
4784,6180,2,4384,3
5196,5301,3,6180,4
3851,5313,4,5301,5
0,1953,5,5313,1
2000,1944,1,1953,1
3488,3030,1,1944,2
4398,4948,2,3030,3
4439,4489,3,4948,4
2509,5236,4,4489,2
3836,6869,2,5236,3
4396,8268,3,6869,4
4216,7868,4,8268,5
2558,5758,5,7868,3
2860,4497,3,5758,3
2714,6484,3,4497,3
3196,5964,3,6484,4
2212,4817,4,5964,2
3489,6275,2,4817,3
3923,7037,3,6275,4
3379,5648,4,7037,4
2234,4438,4,5648,2
3458,4416,2,4438,3
3275,5666,3,4416,4
2140,2632,4,5666,1
3736,5136,1,2632,2
5052,8038,2,5136,3
5807,5416,3,8038,4
4532,5842,4,5416,5
532,7202,5,5842,1
2321,4664,1,7202,2
3577,6094,2,4664,3
3968,5169,3,6094,4
2541,3294,4,5169,2
3530,3467,2,3294,3
2777,3297,3,3467,3
2000,1857,3,3297,1
3469,3134,1,1857,2
4412,4148,2,3134,3
4094,5187,3,4148,4
2678,4489,4,5187,3
2529,3372,3,4489,2
3540,3712,2,3372,3
2962,5067,3,3712,3
3046,5403,3,5067,3
3244,4965,3,5403,4
2000,2083,4,4965,1
3515,3396,1,2083,2
4532,5208,2,3396,3
4666,5674,3,5208,4
3535,5726,4,5674,4
2431,3720,4,5726,2
3525,3642,2,3720,3
2899,4364,3,3642,3
2691,4773,3,4364,3
2664,4878,3,4773,3
2678,2879,3,4878,3
2000,1892,3,2879,1
3477,2864,1,1892,2
4329,2591,2,2864,3
2679,2662,3,2591,3
2000,1368,3,2662,1
3315,1505,1,1368,2
3222,1947,2,1505,3
0,1679,3,1947,1
2000,1679,1,1679,1
3423,1867,1,1679,2
3717,3158,2,1867,3
2705,4131,3,3158,3
2378,4483,3,4131,2
3609,3996,2,4483,3
3206,2463,3,3996,4
0,1003,4,2463,1
2000,846,1,1003,1
2954,919,1,846,2
2000,248,2,919,1
2000,1874,1,248,1
3473,1659,1,1874,2
0,33649,1,0,1
2000,33649,1,33649,1
4000,33649,1,33649,1
6000,29162,1,33649,1
7672,29084,1,29162,1
9345,41369,1,29084,1
11225,41369,1,41369,1
13106,10869,1,41369,2
14730,65624,2,10869,2
16584,10874,2,65624,2
18208,10789,2,10874,2
19830,10789,2,10789,2
21452,20979,2,10789,3
22914,58959,3,20979,3
24658,25917,3,58959,4
25894,27349,4,25917,5
26770,19330,5,27349,5
27222,24917,5,19330,5
27998,51230,5,24917,6
28571,38015,6,51230,6
28111,40350,6,38015,6
28214,29170,6,40350,6
27568,34210,6,29170,6
27481,37341,6,34210,6
27560,41876,6,37341,6
27836,40926,6,41876,6
28074,35563,6,40926,6
27987,41313,6,35563,6
28241,34325,6,41313,6
27918,45815,6,34325,6
28334,48987,6,45815,6
28511,84721,6,48987,6
29097,44685,6,84721,6
28378,50745,6,44685,6
28559,48411,6,50745,6
28495,50601,6,48411,6
28556,39030,6,50601,6
28157,36067,6,39030,6
28014,31984,6,36067,6
27773,87963,6,31984,6
28900,16318,6,87963,6
24000,27122,6,16318,6
23392,22353,6,27122,6
22250,16854,6,22353,6
18250,3561,6,16854,6
14250,2467,6,3561,6
10250,3398,6,2467,6
6250,3050,6,3398,5
2250,2055,5,3050,2
2691,3036,2,2055,2
3603,2990,2,3036,3
2426,2809,3,2990,2
3258,2479,2,2809,3
2000,1417,3,2479,1
3335,811,1,1417,2
2000,485,2,811,1
2251,54,1,485,2
0,755,2,54,1
2000,159,1,755,1
0,288,1,159,1
2000,890,1,288,1
3001,1024,1,890,2
2000,801,2,1024,1
2901,1190,1,801,2
2281,1079,2,1190,1
3440,228,1,1079,2
0,1607,2,228,1
2000,1674,1,1607,1
3422,2447,1,1674,2
4096,2259,2,2447,3
96,2217,3,2259,1
2000,2223,1,2217,1
3540,4247,1,2223,2
4733,5270,2,4247,3
4888,4659,3,5270,4
3097,4096,4,4659,2
4264,4012,2,4096,3
3872,3824,3,4012,3
3366,4013,3,3824,3
2974,4741,3,4013,2
4241,5890,2,4741,3
4579,4113,3,5890,4
579,2103,4,4113,1
2099,1661,1,2103,1
3518,2108,1,1661,2
3995,2006,2,2108,3
0,2170,3,2006,1
2000,2315,1,2170,1
3554,4075,1,2315,2
4718,3893,2,4075,3
4255,4841,3,3893,4
2603,1319,4,4841,2
2229,2060,2,1319,1
3741,1633,1,2060,2
3805,1109,2,1633,3
0,1481,3,1109,1
2000,1494,1,1481,1
3364,2829,1,1494,2
4204,3324,2,2829,3
3337,6044,3,3324,3
3715,2650,3,6044,3
2143,647,3,2650,1
2808,902,1,647,2
2000,655,2,902,1
2679,852,1,655,2
2000,1892,2,852,1
3477,2931,1,1892,2
4353,1305,2,2931,3
353,2285,3,1305,1
2000,2288,1,2285,1
3550,3909,1,2288,2
4683,4757,2,3909,3
4649,4859,3,4757,4
3010,4433,4,4859,2
4233,6014,2,4433,3
4603,7308,3,6014,4
4150,6065,4,7308,3
4533,6276,3,6065,4
3693,5628,4,6276,3
3958,7370,3,5628,3
4610,5232,3,7370,4
3223,3936,4,5232,2
4361,5660,2,3936,3
4636,4625,3,5660,4
2817,5509,4,4625,2
4173,6593,2,5509,3
4677,11158,3,6593,4
5036,11989,4,11158,4
5501,10889,4,11989,4
5822,8535,4,10889,4
5707,3851,4,8535,4
1707,329,4,3851,1
2000,885,1,329,1
2996,890,1,885,2
2000,2117,2,890,1
3522,4075,1,2117,2
4686,5950,2,4075,3
5039,3241,3,5950,4
1039,1837,4,3241,1
2504,3475,1,1837,2
3541,4813,2,3475,3
3530,2344,3,4813,3
0,2009,3,2344,1
2000,2009,1,2009,1
3501,1627,1,2009,2
3557,1285,2,1627,3
0,54,3,1285,1
0,1254,1,54,1
2000,1264,1,1254,1
3267,2997,1,1264,2
4166,5424,2,2997,3
4370,5583,3,5424,3
4623,2946,3,5583,3
3401,4491,3,2946,2
4633,6558,2,4491,3
5130,5545,3,6558,4
3929,4333,4,5545,3
3706,3816,3,4333,3
3195,4285,3,3816,2
4395,5270,2,4285,3
4549,2152,3,5270,3
549,2534,3,2152,1
2134,7445,1,2534,1
3926,5126,1,7445,2
5241,6683,2,5126,3
5764,9293,3,6683,4
5814,11288,4,9293,4
6190,10882,4,11288,4
6509,12064,4,10882,5
6089,11129,5,12064,4
6443,10882,4,11129,4
6763,12853,4,10882,5
6484,12647,5,12853,5
6170,6574,5,12647,4
5454,11761,4,6574,4
5892,12544,4,11761,4
6421,13156,4,12544,5
6192,9902,5,13156,4
6356,10115,4,9902,5
5488,12849,5,10115,4
6049,10586,4,12849,4
6324,12247,4,10586,5
5938,10959,5,12247,4
6269,10666,4,10959,4
6556,12058,4,10666,5
6134,9276,5,12058,4
6180,10513,4,9276,4
6444,7533,4,10513,5
4627,9519,5,7533,4
4720,9814,4,9519,4
4868,1815,4,9814,4
868,1915,4,1815,1
2350,1914,1,1915,1
3832,3525,1,1914,2
4881,4496,2,3525,3
4735,3822,3,4496,4
735,1843,4,3822,1
2201,1840,1,1843,1
3667,3211,1,1840,2
4633,3422,2,3211,3
3845,3200,3,3422,3
2870,3603,3,3200,2
3938,3581,2,3603,3
3269,2169,3,3581,2
3786,2880,2,2169,3
2493,1246,3,2880,2
2000,1264,2,1246,1
3267,1600,1,1264,2
3292,995,2,1600,2
2180,3245,2,995,1
3833,2062,1,3245,2
4279,2412,2,2062,3
2365,1883,3,2412,1
3840,1637,1,1883,2
3909,1759,2,1637,3
0,1319,3,1759,1
2000,2005,1,1319,1
3501,1426,1,2005,2
3297,1434,2,1426,2
3106,1364,2,1434,2
2808,955,2,1364,2
2000,1599,2,955,1
3399,1435,1,1599,2
3210,251,2,1435,2
0,607,2,251,1
2000,32,1,607,1
0,6957,1,0,1
2000,6957,1,6957,1
4000,10700,1,6957,1
6000,10816,1,10700,1
7626,10816,1,10816,1
9252,12212,1,10816,1
11086,12213,1,12212,1
12921,6352,1,12213,2
14348,5222,2,6352,2
15674,5217,2,5222,2
16999,10389,2,5217,2
18610,5781,2,10389,2
19991,10259,2,5781,3
20994,21000,3,10259,3
22456,17254,3,21000,4
23360,9153,4,17254,4
23380,12724,4,9153,5
23080,13587,5,12724,5
22919,5624,5,13587,5
18919,8375,5,5624,5
17476,16250,5,8375,5
17653,5424,5,16250,5
13653,2112,5,5424,5
9653,9607,5,2112,5
8639,10298,5,9607,4
8869,904,4,10298,5
4869,309,5,904,3
869,1382,3,309,1
2190,2617,1,1382,1
3785,5082,1,2617,2
5094,3776,2,5082,2
6200,2316,2,3776,3
2200,1167,3,2316,1
3415,2009,1,1167,2
3822,1643,2,2009,2
3896,1470,2,1643,2
3755,938,2,1470,2
2460,1569,2,938,1
3850,2223,1,1569,2
4400,110,2,2223,2
400,1591,2,110,1
2000,1592,1,1591,1
3397,314,1,1592,2
0,1167,2,314,1
2000,1337,1,1167,1
3301,1341,1,1337,1
4605,1337,1,1341,2
4262,1859,2,1337,2
4548,1997,2,1859,2
4946,2228,2,1997,2
5500,1600,2,2228,2
5525,1015,2,1600,2
4470,1851,2,1015,2
4750,694,2,1851,2
750,1264,2,694,1
2017,1154,1,1264,1
3224,1151,1,1154,1
4429,1685,1,1151,2
4549,2359,2,1685,2
5178,2795,2,2359,2
6005,1629,2,2795,2
6063,1550,2,1629,2
6028,2079,2,1550,2
6485,1443,2,2079,2
6307,1090,2,1443,2
5455,3522,2,1090,2
6503,1080,2,3522,2
5628,2549,2,1080,2
6351,4153,2,2549,2
7529,5309,2,4153,3
7696,5316,3,5309,3
7866,6594,3,5316,3
8371,6145,3,6594,3
8774,11204,3,6145,3
9853,13242,3,11204,3
11058,14997,3,13242,4
11811,17931,4,14997,4
12752,22631,4,17931,4
13892,19073,4,22631,4
14890,22971,4,19073,4
16041,21974,4,22971,4
17159,21871,4,21974,4
18272,24435,4,21871,5
19026,24409,5,24435,5
19779,24379,5,24409,5
20531,24484,5,24379,5
21287,21350,5,24484,5
21876,24883,5,21350,5
22650,24234,5,24883,5
23395,24192,5,24234,5
24138,24507,5,24192,5
24895,24612,5,24507,5
25657,24454,5,24612,5
26412,27882,5,24454,6
25874,25438,6,27882,6
25101,31766,6,25438,6
24860,20473,6,31766,6
23439,40710,6,20473,6
23668,27183,6,40710,6
23067,27333,6,27183,6
22479,25704,6,27333,6
21733,25332,6,25704,6
20949,18813,6,25332,6
19235,7014,6,18813,6
15235,3276,6,7014,1
16891,13615,1,3276,5
16734,13416,5,13615,5
16547,6557,5,13416,5
12547,3300,5,6557,5
8547,12531,5,3300,5
8213,12778,5,12531,5
7921,16460,5,12778,5
8120,17705,5,16460,5
8439,21708,5,17705,5
9049,24379,5,21708,5
9801,18313,5,24379,5
10172,24612,5,18313,5
10934,24314,5,24612,5
11682,24360,5,24314,5
12433,24348,5,24360,5
13183,27244,5,24348,6
12587,41941,6,27244,6
12866,26294,6,41941,6
12180,27192,6,26294,6
11579,24375,6,27192,5
12330,27197,5,24375,6
11730,27070,6,27197,6
11118,23354,6,27070,5
11819,27164,5,23354,6
11216,26872,6,27164,6
10586,41927,6,26872,5
11818,21112,5,41927,6
10497,24390,6,21112,5
11249,27146,5,24390,6
10644,24171,6,27146,6
9731,21460,6,24171,5
10326,27731,5,21460,6
