Buffer, Bandwidth, PreviousQuality, PreviousBandwidth, Quality
2000,3334,4,4850,1
3660,8630,1,3334,2
5212,9632,2,8630,3
6157,9562,3,9632,4
6258,13849,4,9562,5
6136,6488,5,13849,5
2136,2995,5,6488,1
3769,6720,1,2995,2
5223,11325,2,6720,3
6311,13144,3,11325,4
6902,18013,4,13144,5
7248,9794,5,18013,5
6289,9915,5,9794,5
5365,11918,5,9915,5
4916,12688,5,11918,5
4609,14893,5,12688,5
4629,11473,5,14893,5
4089,9242,5,11473,4
4128,10567,4,9242,4
4400,9458,4,10567,5
3340,12255,5,9458,3
4489,11208,3,12255,4
4855,12330,4,11208,5
4484,10198,5,12330,5
3639,8175,5,10198,4
3435,9429,4,8175,4
3511,10454,4,9429,4
3766,11149,4,10454,4
4123,13275,4,11149,4
4727,9552,4,13275,5
3696,10060,5,9552,4
3886,9448,4,10060,4
3966,7645,4,9448,4
3616,9026,4,7645,4
3611,10033,4,9026,4
3797,7847,4,10033,4
3505,5189,4,7847,4
2090,9702,4,5189,1
3908,5608,1,9702,2
5273,6362,2,5608,3
5727,8153,3,6362,4
5518,8595,4,8153,5
4160,9190,5,8595,4
4189,9496,4,9190,4
4278,9645,4,9496,4
4394,6977,4,9645,5
394,2928,5,6977,1
2021,2913,1,2928,1
3647,6308,1,2913,2
5071,10075,2,6308,3
6058,9950,3,10075,4
6229,6942,4,9950,5
2229,3156,5,6942,1
3876,7557,1,3156,2
5379,10387,2,7557,3
6393,7726,3,10387,4
6067,11553,4,7726,5
5544,12579,5,11553,5
5218,5110,5,12579,5
1218,2662,5,5110,1
2817,5240,1,2662,2
4145,6698,2,5240,3
4671,8335,3,6698,4
4508,9561,4,8335,5
3479,13613,5,9561,4
4116,11989,4,13613,4
4581,8367,4,11989,5
3135,12777,5,8367,3
4315,12869,3,12777,4
4878,9237,4,12869,5
3747,12762,5,9237,4
4300,11239,4,12762,4
4669,15368,4,11239,5
4747,15429,5,15368,5
4833,12606,5,15429,5
4512,14781,5,12606,5
4517,12675,5,14781,5
4208,10204,5,12675,4
4423,7812,4,10204,5
2739,5859,5,7812,2
4127,7681,2,5859,3
4829,8115,3,7681,4
4610,6504,4,8115,5
610,1822,5,6504,1
2071,2048,1,1822,1
3580,3317,1,2048,2
4576,2880,2,3317,3
3282,6736,3,2880,3
3816,7077,3,6736,4
3286,8074,4,7077,3
4046,5820,3,8074,4
2991,5355,4,5820,3
3173,5356,3,5355,3
3355,5069,3,5356,3
3441,3947,3,5069,3
3010,9518,3,3947,3
3943,10993,3,9518,4
4279,7971,4,10993,4
4021,5776,4,7971,4
2944,5004,4,5776,3
3005,515,3,5004,3
0,2389,3,515,1
2000,2389,1,2389,1
3565,4721,1,2389,2
4829,7380,2,4721,3
5483,9582,3,7380,4
5588,9643,4,9582,5
4585,5442,5,9643,4
3324,13361,4,5442,3
4536,13110,3,13361,4
5124,13978,4,13110,5
5021,8163,5,13978,5
3491,9992,5,8163,3
4470,4452,3,9992,4
2507,8121,4,4452,2
4038,12820,2,8121,3
5220,13926,3,12820,4
5885,12578,4,13926,5
5559,6655,5,12578,5
1559,2904,5,6655,1
3184,12013,1,2904,2
4834,4952,2,12013,3
4877,11322,3,4952,4
5257,8668,4,11322,5
0,18092,1,0,1
2000,18092,1,18092,1
4000,18092,1,18092,1
6000,20624,1,18092,1
7861,3239,1,20624,1
9514,20624,1,3239,1
11375,3239,1,20624,1
13028,8499,1,3239,2
14575,8499,2,8499,2
16122,8569,2,8499,2
17672,8569,2,8569,2
19222,8551,2,8569,2
20771,13921,2,8551,3
22010,13174,3,13921,3
23212,16248,3,13174,4
24053,12402,4,16248,5
23696,17847,5,12402,5
24027,24805,5,17847,5
24798,22942,5,24805,5
25478,21464,5,22942,6
24210,19121,6,21464,6
22553,8321,6,19121,6
18553,8789,6,8321,6
14553,2957,6,8789,1
16183,8661,1,2957,5
14850,26273,5,8661,5
15685,18357,5,26273,5
16059,23794,5,18357,6
15102,3321,6,23794,1
16761,24990,1,3321,6
15940,12939,6,24990,6
11940,10468,6,12939,6
7940,14401,6,10468,5
7895,17637,5,14401,5
8208,20108,5,17637,5
8715,18565,5,20108,5
9107,16079,5,18565,6
5107,12217,6,16079,5
4715,8917,5,12217,4
4687,9750,4,8917,4
4823,12866,4,9750,5
4546,11730,5,12866,4
4980,17766,4,11730,5
5304,18870,5,17766,5
5720,20967,5,18870,5
6285,7839,5,20967,5
4613,9178,5,7839,4
4639,14599,4,9178,4
5361,18571,4,14599,5
5753,17439,5,18571,5
6048,16177,5,17439,5
6217,17620,5,16177,5
6528,8318,5,17620,5
5062,11544,5,8318,5
4537,10882,5,11544,4
4856,18131,4,10882,5
5212,16462,5,18131,5
5411,11965,5,16462,5
4971,10703,5,11965,5
4255,10284,5,10703,4
4483,9813,4,10284,4
4630,7123,4,9813,5
630,3090,5,7123,1
2271,3454,1,3090,1
3939,9536,1,3454,2
5525,35658,2,9536,3
7167,22847,3,35658,5
7841,17434,5,22847,5
8135,10433,5,17434,5
7352,7398,5,10433,5
5467,9708,5,7398,5
4483,8514,5,9708,4
4363,8798,4,8514,4
4308,8816,4,8798,4
4257,7671,4,8816,4
3915,13756,4,7671,4
4565,14282,4,13756,4
5261,19393,4,14282,5
5717,16524,5,19393,5
5922,21222,5,16524,5
6503,10617,5,21222,5
5766,12647,5,10617,5
5452,13028,5,12647,5
5203,13170,5,13028,5
4977,10963,5,13170,5
4323,9408,5,10963,4
4395,9708,4,9408,4
4523,11574,4,9708,4
4937,13972,4,11574,5
4833,17510,5,13972,5
5134,19027,5,17510,5
5563,17184,5,19027,5
5833,15100,5,17184,5
5879,11169,5,15100,5
5272,10083,5,11169,5
4395,8041,5,10083,4
4157,15396,4,8041,4
4939,21953,4,15396,5
5564,24827,5,21953,5
6336,20816,5,24827,5
6891,16288,5,20816,5
7072,11810,5,16288,5
6601,13109,5,11810,5
6365,13712,5,13109,5
6224,21479,5,13712,5
6820,22225,5,21479,5
7460,20042,5,22225,5
7963,23318,5,20042,6
6947,16634,6,23318,5
7164,18946,5,16634,5
7586,11154,5,18946,5
6976,9932,5,11154,5
6057,17486,5,9932,5
6355,15670,5,17486,5
6469,25126,5,15670,5
7254,14217,5,25126,5
7185,12775,5,14217,5
6893,7036,5,12775,5
2893,8978,5,7036,3
3768,9750,3,8978,4
3904,14277,4,9750,4
4600,21706,4,14277,5
5210,20104,5,21706,5
5717,19430,5,20104,5
6176,19021,5,19430,5
6604,18204,5,19021,5
6966,12771,5,18204,5
6673,9181,5,12771,5
5524,13048,5,9181,5
5278,10070,5,13048,5
4398,11531,5,10070,5
3870,11887,5,11531,4
4323,9775,4,11887,5
3359,16757,5,9775,3
4710,9561,3,16757,4
4811,7828,4,9561,5
3134,9071,5,7828,3
4020,9213,3,9071,4
4053,9371,4,9213,4
4118,7763,4,9371,4
3803,8446,4,7763,4
3666,9731,4,8446,4
3799,7117,4,9731,4
3282,8719,4,7117,3
4127,8794,3,8719,4
4071,19196,4,8794,4
5075,13317,4,19196,5
4873,9046,5,13317,5
3678,8431,5,9046,4
3538,6351,4,8431,4
2730,5946,4,6351,2
4125,10973,2,5946,3
5187,11969,3,10973,4
5650,12113,4,11969,5
5238,14740,5,12113,5
5239,8677,5,14740,5
3912,5828,5,8677,4
2861,4021,4,5828,3
2474,3069,3,4021,2
3396,5239,2,3069,3
3540,10751,3,5239,4
3841,13407,4,10751,4
4458,13143,4,13407,5
4227,10826,5,13143,4
4539,8054,4,10826,5
2962,6683,5,8054,3
3486,7448,3,6683,3
4151,9091,3,7448,4
4159,8444,4,9091,4
4022,7747,4,8444,4
3702,6351,4,7747,4
2894,5530,4,6351,3
3131,4718,3,5530,3
3081,6410,3,4718,3
3546,9654,3,6410,4
3664,6843,4,9654,4
3051,6052,4,6843,3
3431,6502,3,6052,3
3916,6066,3,6502,4
2981,7112,4,6066,3
3587,6557,3,7112,4
2864,7038,4,6557,3
3457,6752,3,7038,3
3995,6932,3,6752,4
3414,5153,4,6932,3
3529,5424,3,5153,3
3733,6175,3,5424,4
2848,5808,4,6175,3
3164,5052,3,5808,3
3243,8089,3,5052,3
4006,8896,3,8089,4
3972,2831,4,8896,4
0,3356,4,2831,1
2000,3356,1,3356,1
3661,8714,1,3356,2
5217,14354,2,8714,3
6476,11839,3,14354,4
6923,16272,4,11839,5
7103,20320,5,16272,5
7625,9031,5,20320,5
6424,14253,5,9031,5
6360,16770,5,14253,5
6590,18711,5,16770,5
6994,19147,5,18711,5
7432,11352,5,19147,5
6865,2380,5,11352,5
2865,2962,5,2380,3
2000,2029,3,2962,1
3505,3285,1,2029,2
4492,3045,2,3285,3
3371,2935,3,3045,3
2137,1422,3,2935,1
3475,1693,1,1422,2
3603,3395,2,1693,3
2794,1626,3,3395,2
2850,2880,2,1626,2
3709,2769,2,2880,3
2287,1723,3,2769,1
3723,5201,1,1723,2
5046,5124,2,5201,3
5150,3102,3,5124,4
1150,3113,4,3102,1
2794,7156,1,3113,2
4274,10574,2,7156,3
5304,14564,3,10574,4
6023,7904,4,14564,5
0,4507,1,0,1
2000,4507,1,4507,1
4000,2050,1,4507,1
6000,2028,1,2050,1
7305,2028,1,2028,1
8611,3007,1,2028,1
10045,3007,1,3007,1
11479,2270,1,3007,1
12827,2239,1,2270,2
13187,1371,2,2239,2
12699,3576,2,1371,2
13561,4082,2,3576,2
14726,4099,2,4082,2
15894,5996,2,4099,2
17294,1591,2,5996,2
17308,2549,2,1591,2
18032,2549,2,2549,2
18755,2171,2,2549,3
14755,2017,3,2171,3
10755,1700,3,2017,3
6755,2756,3,1700,2
7567,4294,2,2756,2
8768,1772,2,4294,2
8976,2499,2,1772,2
9676,3144,2,2499,3
8650,4849,3,3144,2
9931,3389,2,4849,3
9117,5890,3,3389,3
9455,4004,3,5890,3
9058,2201,3,4004,3
5058,1496,3,2201,2
4953,2992,2,1496,2
5850,1229,2,2992,2
5310,1043,2,1229,2
4334,2984,2,1043,2
5229,2944,2,2984,2
6110,2650,2,2944,2
6878,6065,2,2650,2
8284,8368,2,6065,3
9084,9766,3,8368,3
10042,10183,3,9766,3
11039,11070,3,10183,4
11385,8654,4,11070,4
11298,7900,4,8654,4
11021,9490,4,7900,4
11108,10499,4,9490,4
11370,10203,4,10499,4
11585,3538,4,10203,4
7585,3207,4,3538,3
6617,4315,3,3207,3
6385,3520,3,4315,3
5671,3901,3,3520,3
5214,5197,3,3901,2
6536,5470,2,5197,3
6755,8273,3,5470,3
7543,243,3,8273,3
3543,4315,3,243,2
4747,5801,2,4315,2
6130,7888,2,5801,3
6864,2776,3,7888,3
5450,2843,3,2776,2
6295,1809,2,2843,3
2295,1526,3,1809,1
3671,1213,1,1526,2
3100,2376,2,1213,1
4663,2366,1,2376,2
5295,3837,2,2366,2
6413,2133,2,3837,3
2413,2293,3,2133,1
3965,4000,1,2293,2
5115,4776,2,4000,2
6387,5794,2,4776,3
6699,9771,3,5794,3
7657,5359,3,9771,3
7841,7729,3,5359,3
8551,4709,3,7729,3
8497,2806,3,4709,3
7118,4423,3,2806,3
6938,2405,3,4423,3
5013,4750,3,2405,2
6282,3729,2,4750,3
5715,8163,3,3729,3
6488,6560,3,8163,3
6986,8471,3,6560,3
7800,7599,3,8471,3
8489,4552,3,7599,4
6611,3686,4,4552,3
6015,6339,3,3686,3
6464,5786,3,6339,3
6774,2945,3,5786,3
5551,2703,3,2945,3
4048,881,3,2703,2
2543,1897,2,881,1
4022,2944,1,1897,2
4903,1022,2,2944,2
3869,1380,2,1022,2
3596,3217,2,1380,2
4564,3292,2,3217,2
5553,3876,2,3292,3
5079,2499,3,3876,2
5779,3307,2,2499,3
4897,1384,3,3307,2
4631,2153,2,1384,2
5138,2670,2,2153,2
5915,2545,2,2670,3
4201,2028,3,2545,2
4622,1530,2,2028,2
4562,1192,2,1530,2
3945,1627,2,1192,2
4002,1513,2,1627,2
3920,1460,2,1513,2
3766,1011,2,1460,2
2700,601,2,1011,1
3272,1052,1,601,2
2321,496,2,1052,1
2608,357,1,496,1
2270,917,1,357,1
3299,1015,1,917,2
2244,821,2,1015,1
3170,493,1,821,1
3448,1024,1,493,2
2420,964,2,1024,1
3491,1056,1,964,2
2551,953,2,1056,1
3612,944,1,953,2
2338,771,2,944,1
3200,706,1,771,1
3968,783,1,706,2
2039,1021,2,783,1
3156,1284,1,1021,1
4433,813,1,1284,2
2644,1010,2,813,1
3752,1044,1,1010,2
2779,880,2,1044,1
3771,1264,1,880,2
3298,1006,2,1264,2
2216,1866,2,1006,1
3687,1663,1,1866,2
3784,1697,2,1663,2
3917,1910,2,1697,2
4246,2351,2,1910,2
4870,2755,2,2351,2
5682,999,2,2755,2
4580,131,2,999,2
580,1224,2,131,1
2000,675,1,1224,1
2715,756,1,675,1
3558,1000,1,756,2
2460,1852,2,1000,1
3928,1409,1,1852,2
3700,1381,2,1409,2
3429,977,2,1381,2
2259,1409,2,977,1
3592,1689,1,1409,2
3717,2238,2,1689,2
4276,1426,2,2238,2
4073,2012,2,1426,2
4483,1617,2,2012,2
4527,2477,2,1617,2
5216,1443,2,2477,2
5038,1137,2,1443,2
4300,481,2,1137,2
300,956,2,481,1
2000,1178,1,956,1
3220,639,1,1178,1
3869,1210,1,639,2
3291,1274,2,1210,1
4564,844,1,1274,2
2911,771,2,844,1
3773,1345,1,771,2
3444,1591,2,1345,2
3459,1945,2,1591,2
3817,1997,2,1945,2
4214,2816,2,1997,2
5049,1487,2,2816,2
4932,1834,2,1487,2
5197,2224,2,1834,2
5749,1390,2,2224,2
5491,697,2,1390,2
1491,1129,2,697,1
2683,754,1,1129,1
3523,2137,1,754,2
4019,1399,2,2137,2
3775,2329,2,1399,2
4388,2740,2,2329,2
5193,419,2,2740,2
1193,1545,2,419,1
2575,1222,1,1545,1
3821,1600,1,1222,2
3846,1355,2,1600,2
3533,1334,2,1355,2
3186,1699,2,1334,1
4615,2038,1,1699,2
5043,2012,2,2038,2
5453,2060,2,2012,2
5897,3691,2,2060,2
6984,6102,2,3691,3
7376,2191,3,6102,3
3376,1118,3,2191,1
4561,2623,1,1118,2
5318,2761,2,2623,2
6131,3725,2,2761,2
7226,2497,2,3725,3
5442,2329,3,2497,2
6054,967,2,2329,2
4854,2705,2,967,2
5646,431,2,2705,2
1646,1382,2,431,1
2967,1373,1,1382,1
4284,2261,1,1373,2
4858,2663,2,2261,2
5632,1594,2,2663,2
5650,1593,2,1594,2
5668,1469,2,1593,2
5527,1118,2,1469,2
4743,1916,2,1118,2
5078,1373,2,1916,2
4793,1256,2,1373,2
4306,1777,2,1256,2
4518,525,2,1777,2
518,902,2,525,1
2000,1172,1,902,1
3217,805,1,1172,1
4124,2240,1,805,2
4686,2028,2,2240,2
5107,1157,2,2028,2
0,417,1,0,1
2000,5260,1,417,1
4000,5260,1,5260,1
6000,7417,1,5260,1
7592,7417,1,7417,1
9184,4829,1,7417,1
10718,5043,1,4829,1
12460,2181,1,5043,1
13993,3748,1,2181,2
15092,3702,2,3748,2
16182,2914,2,3702,2
17053,3865,2,2914,2
18177,3903,2,3865,2
19308,3749,2,3903,2
20408,3851,2,3749,3
19920,3824,3,3851,3
19414,3598,3,3824,3
18758,4522,3,3598,3
18624,3919,3,4522,3
18176,4497,3,3919,3
18031,3728,3,4497,4
14031,5037,4,3728,4
12516,6329,4,5037,4
11699,7296,4,6329,4
11242,6859,4,7296,4
10634,5424,4,6859,4
9363,3870,4,5424,4
5363,2823,4,3870,2
6200,3045,2,2823,3
5079,2944,3,3045,2
5961,4415,2,2944,3
5777,3961,3,4415,3
5355,3476,3,3961,3
4608,3849,3,3476,2
5729,3876,2,3849,3
5255,2917,3,3876,3
4002,2870,3,2917,2
4857,3587,2,2870,2
5921,1997,2,3587,3
1921,1778,3,1997,1
3371,2586,1,1778,2
4111,2599,2,2586,2
4857,3134,2,2599,2
5800,4773,2,3134,3
5773,3590,3,4773,3
5110,3968,3,3590,2
6254,5727,2,3968,3
6548,2444,3,5727,3
4685,3529,3,2444,2
5735,3024,2,3529,3
4593,3526,3,3024,2
5642,3449,2,3526,3
4875,2614,3,3449,2
5627,2459,2,2614,3
3786,3270,3,2459,2
4769,4294,2,3270,2
5970,2259,2,4294,3
1970,3858,3,2259,1
3663,3010,1,3858,2
4566,2705,2,3010,2
5358,2834,2,2705,3
4012,2542,3,2834,2
4732,1912,2,2542,2
5064,1292,2,1912,2
4642,1373,2,1292,2
4357,3947,2,1373,2
5497,4830,2,3947,3
5492,2898,3,4830,3
4218,2563,3,2898,2
4948,2564,2,2563,2
5678,4577,2,2564,3
5568,3153,3,4577,3
4551,1834,3,3153,2
4816,2161,2,1834,2
5328,2669,2,2161,3
3781,2952,3,2669,2
4665,3317,2,2952,2
5661,3764,2,3317,3
5117,3185,3,3764,2
6075,2638,2,3185,3
4489,4127,3,2638,2
5662,2676,2,4127,3
4124,4162,3,2676,2
5303,4040,2,4162,3
4926,1565,3,4040,2
4910,4085,2,1565,2
6076,4198,2,4085,3
5785,4481,3,4198,3
5632,4522,3,4481,3
5498,4123,3,4522,3
5166,10231,3,4123,3
6167,4624,3,10231,3
6078,4956,3,4624,3
6122,3894,3,4956,3
5659,3008,3,3894,3
4501,3069,3,3008,2
5424,3430,2,3069,3
4643,2775,3,3430,2
5462,3206,2,2775,3
4492,2788,3,3206,2
5317,2927,2,2788,3
4074,3396,3,2927,2
5091,4176,2,3396,3
4788,4096,3,4176,2
5956,3996,2,4096,3
5553,4299,3,3996,3
5314,3501,3,4299,3
4586,3610,3,3501,2
5656,2667,2,3610,3
4107,1940,3,2667,2
4460,3925,2,1940,2
5596,6351,2,3925,3
6048,3590,3,6351,3
5385,3574,3,3590,3
4712,4215,3,3574,2
5900,4131,2,4215,3
5573,6452,3,4131,3
6047,6396,3,6452,3
6509,5823,3,6396,3
6829,5801,3,5823,3
7143,4323,3,5801,3
6916,4988,3,4323,3
6971,5485,3,4988,3
7194,5238,3,5485,3
7338,3318,3,5238,4
3338,4400,4,3318,2
4556,4399,2,4400,2
5774,4688,2,4399,3
5712,5324,3,4688,3
5884,5035,3,5324,3
5958,6232,3,5035,3
6381,1651,3,6232,3
2381,1070,3,1651,1
3534,1337,1,1070,2
3190,2994,2,1337,2
4089,1588,2,2994,2
4099,2468,2,1588,2
4784,2566,2,2468,2
5515,2259,2,2566,3
1515,1264,3,2259,1
2783,1510,1,1264,1
4153,1669,1,1510,2
4256,2036,2,1669,2
4684,2091,2,2036,2
5149,2628,2,2091,3
3550,1809,3,2628,2
3792,1957,2,1809,2
4160,1760,2,1957,2
4356,2425,2,1760,2
5018,1740,2,2425,3
1018,1510,3,1740,1
2389,1510,1,1510,1
3759,2283,1,1510,2
4346,2877,2,2283,2
5203,3217,2,2877,3
4244,1829,3,3217,2
4504,2091,2,1829,2
4970,3270,2,2091,3
4057,2663,3,3270,2
4831,2391,2,2663,2
5476,2544,2,2391,3
3761,1743,3,2544,2
3940,4112,2,1743,2
5111,2544,2,4112,3
3395,3328,3,2544,2
4394,3124,2,3328,2
5334,4121,2,3124,3
5002,2365,3,4121,3
3012,2521,3,2365,2
3722,2261,2,2521,2
4296,2712,2,2261,2
5090,2981,2,2712,3
3904,2809,3,2981,2
4737,3057,2,2809,2
5655,2852,2,3057,3
4330,2970,3,2852,2
5220,2440,2,2970,3
3350,2492,3,2440,2
4046,2381,2,2492,2
4687,2513,2,2381,2
5393,3615,2,2513,3
4749,3134,3,3615,2
5692,2759,2,3134,3
4258,3204,3,2759,2
5222,4438,2,3204,3
5049,2469,3,4438,3
3223,1676,3,2469,2
3333,3011,2,1676,2
4237,2898,2,3011,2
5102,4456,2,2898,3
4937,3254,3,4456,2
5916,4307,2,3254,3
5680,3686,3,4307,3
5084,3537,3,3686,3
4383,3432,3,3537,2
5409,4055,2,3432,3
5041,2999,3,4055,3
3873,3121,3,2999,2
4812,2621,2,3121,2
5568,3199,2,2621,3
4592,3925,3,3199,2
5728,3504,2,3925,3
5003,5696,3,3504,3
5288,4133,3,5696,3
4962,2629,3,4133,3
3364,4015,3,2629,2
4517,3668,2,4015,2
5599,4554,2,3668,3
5479,3238,3,4554,3
4538,2513,3,3238,2
5245,3476,2,2513,3
4498,2184,3,3476,2
5025,3460,2,2184,3
4267,3595,3,3460,2
5333,3074,2,3595,3
4240,4278,3,3074,2
5439,3653,2,4278,3
4821,2606,3,3653,2
5570,5904,2,2606,3
5912,5948,3,5904,3
6266,5358,3,5948,3
6449,6258,3,5358,3
6879,7546,3,6258,3
7560,8054,3,7546,4
7324,5351,4,8054,3
7505,5395,3,5351,4
0,1891,1,0,1
2000,1891,1,1891,1
4000,1185,1,1891,1
6000,1900,1,1185,1
7479,3760,1,1900,1
9166,1313,1,3760,1
10457,1072,1,1313,1
11611,1480,1,1072,1
12971,2661,1,1480,2
13744,1824,2,2661,2
13999,2091,2,1824,2
14465,2360,2,2091,2
15094,2254,2,2360,2
15663,1219,2,2254,2
15104,2918,2,1219,2
15976,1565,2,2918,2
15960,1355,2,1565,2
15646,2904,2,1355,2
16514,2075,2,2904,2
16968,1436,2,2075,2
16780,1768,2,1436,2
16984,1468,2,1768,2
16840,912,2,1468,2
15451,2042,2,912,2
15883,2004,2,2042,2
16286,1892,2,2004,2
16601,2703,2,1892,3
15098,2741,3,2703,3
13642,1685,3,2741,3
9642,2292,3,1685,2
10234,1560,2,2292,3
6234,852,3,1560,2
4614,1237,2,852,2
4091,1460,2,1237,1
5443,1130,1,1460,2
4689,1512,2,1130,2
4606,1399,2,1512,2
4362,1668,2,1399,1
5783,2440,1,1668,2
6453,855,2,2440,2
4845,1834,2,855,2
5110,684,2,1834,2
1110,1720,2,684,1
2545,1720,1,1720,1
3980,1863,1,1720,1
5451,1347,1,1863,2
5124,1246,2,1347,2
4618,1843,2,1246,2
4890,2245,2,1843,2
5454,1868,2,2245,2
5749,1006,2,1868,2
4667,1668,2,1006,2
4768,1471,2,1668,2
4630,2085,2,1471,2
5091,2089,2,2085,2
5555,1761,2,2089,2
5752,1361,2,1761,2
5450,1616,2,1361,2
5493,676,2,1616,2
1493,1077,2,676,1
2651,1435,1,1077,1
3994,1387,1,1435,1
5317,1686,1,1387,2
5438,1566,2,1686,2
5423,1890,2,1566,2
5737,1417,2,1890,2
5520,1574,2,1417,2
5515,2184,2,1574,2
6042,2184,2,2184,2
6569,2936,2,2184,2
7447,2296,2,2936,2
8041,2215,2,2296,2
8587,2557,2,2215,2
9314,2776,2,2557,3
7900,1785,3,2776,2
8120,1668,2,1785,2
8222,2320,2,1668,2
8829,2373,2,2320,3
6853,2299,3,2373,2
7449,2849,2,2299,2
8296,2256,2,2849,2
8866,2852,2,2256,3
7541,1434,3,2852,2
7350,2885,2,1434,2
8211,1768,2,2885,2
8414,900,2,1768,3
4414,1645,3,900,2
4492,1956,2,1645,2
4859,2411,2,1956,2
5514,1927,2,2411,2
5858,1136,2,1927,2
5119,2477,2,1136,2
5808,2122,2,2477,2
6295,1661,2,2122,2
6389,2448,2,1661,2
7064,1633,2,2448,2
7128,1347,2,1633,2
6802,1710,2,1347,2
6947,1034,2,1710,2
5947,1557,2,1034,2
5921,2891,2,1557,2
6783,2858,2,2891,2
7634,2564,2,2858,2
8364,1418,2,2564,3
4364,2042,3,1418,2
4795,2369,2,2042,2
5429,2484,2,2369,2
6121,2803,2,2484,2
6951,2177,2,2803,2
7473,2551,2,2177,2
8197,3127,2,2551,3
7155,3731,3,3127,2
8251,4324,2,3731,3
8024,2778,3,4324,3
6613,2499,3,2778,2
7313,2137,2,2499,2
7810,2248,2,2137,3
3810,1538,3,2248,1
5190,2101,1,1538,2
5662,764,2,2101,2
1662,1108,2,764,1
2840,1351,1,1108,1
4148,1192,1,1351,2
3532,1204,2,1192,1
4767,1677,1,1204,2
4878,1988,2,1677,2
5270,1134,2,1988,2
4525,1643,2,1134,2
4599,1513,2,1643,2
4518,1256,2,1513,2
4030,2458,2,1256,2
4710,1507,2,2458,2
4620,1461,2,1507,2
4468,1911,2,1461,2
4798,1768,2,1911,2
5002,1417,2,1768,2
4785,1582,2,1417,2
4790,1794,2,1582,2
5018,2468,2,1794,2
5703,2621,2,2468,2
6458,1301,2,2621,2
6053,1956,2,1301,2
6421,1853,2,1956,2
6702,1997,2,1853,2
7100,1988,2,1997,2
7491,2335,2,1988,2
8107,1789,2,2335,3
4107,1574,3,1789,2
4101,1228,2,1574,2
3560,1360,2,1228,1
4872,1777,1,1360,2
5084,1539,2,1777,2
5035,2433,2,1539,2
5702,1582,2,2433,2
5707,2847,2,1582,2
6553,1676,2,2847,2
6664,2020,2,1676,2
7079,2013,2,2020,2
7489,1549,2,2013,2
7453,1017,2,1549,2
6406,1133,2,1017,2
5661,1548,2,1133,2
5624,1118,2,1548,2
4841,1355,2,1118,2
4528,1531,2,1355,2
4470,2146,2,1531,2
4972,1851,2,2146,2
5252,1606,2,1851,2
5284,1580,2,1606,2
5286,1630,2,1580,2
5346,1247,2,1630,2
4842,1513,2,1247,2
4760,1851,2,1513,2
5040,1173,2,1851,2
4384,1183,2,1173,2
3750,764,2,1183,1
4603,1192,1,764,2
3986,832,2,1192,2
2282,1002,2,832,1
3384,887,1,1002,1
4383,1345,1,887,2
4054,900,2,1345,2
2624,1327,2,900,1
3921,1219,1,1327,2
3362,1130,2,1219,1
4554,1452,1,1130,2
4390,2258,2,1452,2
4961,919,2,2258,2
3600,852,2,919,1
4562,1006,1,852,2
3480,1319,2,1006,1
4774,1760,1,1319,2
4969,1154,2,1760,2
4272,1100,2,1154,2
3447,1094,2,1100,1
4616,1390,1,1094,2
4359,1238,2,1390,2
3836,479,2,1238,1
4068,919,1,479,2
2707,1460,2,919,1
4059,958,1,1460,2
2829,1027,2,958,1
3950,961,1,1027,1
5018,1219,1,961,2
4459,1035,2,1219,2
3461,1275,2,1035,1
4734,1693,1,1275,2
4863,1071,2,1693,2
3964,1010,2,1071,1
5072,1337,1,1010,2
4728,1219,2,1337,2
4169,1024,2,1219,2
3141,904,2,1024,1
4157,734,1,904,2
157,1079,2,734,1
2000,1074,1,1079,1
3155,987,1,1074,1
4245,1219,1,987,2
3686,973,2,1219,1
4764,66,1,973,2
764,1239,2,66,1
2019,1339,1,1239,1
3321,1341,1,1339,1
4625,1200,1,1341,2
4026,620,2,1200,1
4638,3693,1,620,2
0,1489,1,0,1
2000,453,1,1489,1
4000,2088,1,453,1
6000,2225,1,2088,1
7540,676,1,2225,1
8258,1588,1,676,1
9655,54,1,1588,1
5655,267,1,54,1
4558,1561,1,267,1
5946,2631,1,1561,1
7542,1573,1,2631,1
8934,1573,1,1573,1
10325,1506,1,1573,1
11694,1553,1,1506,1
13079,1554,1,1553,1
14465,1696,1,1554,1
15893,1696,1,1696,1
17321,3310,1,1696,2
18315,2938,2,3310,2
19194,4994,2,2938,2
20494,3341,2,4994,2
21496,3140,2,3341,2
22441,3759,2,3140,2
23543,3494,2,3759,3
22810,3037,3,3494,3
21681,1969,3,3037,3
17681,2535,3,1969,3
15953,2469,3,2535,3
14127,4299,3,2469,3
13888,3172,3,4299,3
12888,2036,3,3172,3
8888,1652,3,2036,2
8972,1940,2,1652,2
9326,1468,2,1940,2
9183,1024,2,1468,2
8155,2060,2,1024,2
8599,1319,2,2060,2
8226,1390,2,1319,2
7968,803,2,1390,2
6135,1582,2,803,2
6140,1443,2,1582,2
5962,1246,2,1443,2
5455,1743,2,1246,2
5635,1407,2,1743,2
5404,1793,2,1407,2
5632,1155,2,1793,2
4936,1336,2,1155,2
4591,1694,2,1336,2
4720,2573,2,1694,2
5454,1228,2,2573,2
4913,2014,2,1228,2
5324,2564,2,2014,2
6054,2060,2,2564,2
6497,1997,2,2060,2
6895,1443,2,1997,2
6717,1980,2,1443,2
7102,2005,2,1980,2
